video_id,留言者,留言,留言時間,clean_content,label
4Nv6cjIsphU,皮皮,真的覺得培根很可憐。。,3 小時前,真的覺得培根很可憐,0.5
4Nv6cjIsphU,水曉SC,培根:我要把50000元撕掉酷炫:好笑嗎這好笑嗎啊啊@%#?%＆~,23 小時前,培根 我要把50000元撕掉酷炫 好笑嗎這好笑嗎啊啊,0.5
4Nv6cjIsphU,GL,人才濟濟，各有千秋，把人才放到對的崗位上，才能成功。恭喜你@反骨男孩和女孩！Wackyboys and girls,14 小時前,人才濟濟 各有千秋 把人才放到對的崗位上 才能成功 恭喜你 反骨男孩和女孩 Wackyboys and girls,1.0
4Nv6cjIsphU,York Chen,跟,19 小時前,跟,0.5
4Nv6cjIsphU,瑀默,4:43瑀熙就是霸氣,22 小時前,4 43瑀熙就是霸氣,0.5
4Nv6cjIsphU,T B,太嗨了吧！  ???,22 小時前,太嗨了吧,1.0
4Nv6cjIsphU,0918 or,小吳超帥氣欸！一定繼續支持你們拍片ㄉ～,2 小時前,小吳超帥氣欸 一定繼續支持你們拍片,1.0
4Nv6cjIsphU,宇.,@Green Pan 很多youtube當老闆都不錯 反觀.... 別對號入座喔,20 小時前,Green Pan 很多youtube當老闆都不錯 反觀     別對號入座喔,0.5
4Nv6cjIsphU,jeremy lai,1:55 重點。,22 小時前,1 55 重點,0.5
4Nv6cjIsphU,鍾文龍,UC真的瘋了????娶她當老婆花很大XD幸好莊總裁有錢??,21 小時前,UC真的瘋了  娶她當老婆花很大XD幸好莊總裁有錢,1.0
4Nv6cjIsphU,籃球頻道XYZ小?,帶面具怎麼吃飯,19 小時前 (已編輯),帶面具怎麼吃飯,0.5
4Nv6cjIsphU,hlio C,看到反骨每年尾牙越來越大 感覺真好^ ^,14 小時前,看到反骨每年尾牙越來越大 感覺真好,1.0
4Nv6cjIsphU,謝掄元,新粉絲到,5 小時前,新粉絲到,1.0
4Nv6cjIsphU,王小豪,好棒哦好high 哦,20 小時前,好棒哦好high 哦,1.0
4Nv6cjIsphU,JAY SLIPKNOT,幹孫生捐一萬...他媽逗我喔..太陽西邊出來囉,19 小時前,幹孫生捐一萬   他媽逗我喔  太陽西邊出來囉,0.0
4Nv6cjIsphU,大家都來看一年前的白白了柯昱安,哪一團阿華森嗎?,17 小時前,哪一團阿華森嗎,0.5
4Nv6cjIsphU,30507劉家瑋,再不退團被虐死,16 小時前,再不退團被虐死,0.0
4Nv6cjIsphU,黃先森,1:15 跪求經紀人照片+1+1+1+1 5:47 小吳超好笑的 哈哈8:41 Joman很會喔 在一起了啦,19 小時前 (已編輯),1 15 跪求經紀人照片 1 1 1 1 5 47 小吳超好笑的 哈哈8 41 Joman很會喔 在一起了啦,1.0
4Nv6cjIsphU,黃信倫.,怎沒邀我哩,19 小時前,怎沒邀我哩,0.5
4Nv6cjIsphU,E T,8:26 Alice求ig,8 小時前,8 26 Alice求ig,0.5
4Nv6cjIsphU,hector salto,housegirlfakenew.link/ertads21s,5 小時前,housegirlfakenew link ertads21s,0.5
4Nv6cjIsphU,CJ. yang,少安怎麼一臉不爽呢,20 小時前,少安怎麼一臉不爽呢,0.0
4Nv6cjIsphU,噴子,貧窮限制了我的想像,15 小時前,貧窮限制了我的想像,0.5
4Nv6cjIsphU,黃泓瑞,@LI NICK 哈哈 因為我想罵的不是他們老闆 而是某某人  感覺好牽強  硬要凹www,17 小時前,LI NICK 哈哈 因為我想罵的不是他們老闆 而是某某人  感覺好牽強  硬要凹www,0.5
4Nv6cjIsphU,shinhwa,瑀熙大方又漂亮~想看瑀熙跟酷炫情人節交換禮物篇~????,21 小時前 (已編輯),瑀熙大方又漂亮 想看瑀熙跟酷炫情人節交換禮物篇,1.0
4Nv6cjIsphU,WACKYBOYS 反骨男孩,小吳很棒~~!!!,22 小時前,小吳很棒,1.0
4Nv6cjIsphU,yan huang,好喜歡看這種影片～,15 小時前,好喜歡看這種影片,1.0
4Nv6cjIsphU,Jeremy Chu,Youtuber燒錢記??,19 小時前,Youtuber燒錢記,0.5
4Nv6cjIsphU,Tingen,8:09 我是誰? 這裏是哪裏? 你們要幹嘛？,18 小時前,8 09 我是誰  這裏是哪裏  你們要幹嘛,0.5
4Nv6cjIsphU,A C,你先來~~我看看0.0,21 小時前,你先來  我看看0 0,0.5
4Nv6cjIsphU,Blatter,housegirlfakenew.link/bhuns12wqsa,22 小時前,housegirlfakenew link bhuns12wqsa,0.5
4Nv6cjIsphU,忙什麼阿囧,哈哈哈 沒錯直接失能了??,21 小時前,哈哈哈 沒錯直接失能了,0.5
4Nv6cjIsphU,麻雀Ian,等一下......武漢肺炎,20 小時前,等一下      武漢肺炎,0.5
4Nv6cjIsphU,洪子詮,我看到臭屁櫻仔的屁辰,20 小時前,我看到臭屁櫻仔的屁辰,0.5
4Nv6cjIsphU,王宥心,幾分幾秒那個藍色數字怎麼打字的？,22 小時前,幾分幾秒那個藍色數字怎麼打字的,0.5
4Nv6cjIsphU,林聖,@WACKYBOYS 反骨男孩 1:55 這女紙深不可測 太胸狠了...,1 小時前,WACKYBOYS 反骨男孩 1 55 這女紙深不可測 太胸狠了,0.5
4Nv6cjIsphU,周鬆平,動主播就是喜歡這樣瀟灑不留後路的女人啊,22 小時前,動主播就是喜歡這樣瀟灑不留後路的女人啊,0.5
4Nv6cjIsphU,Jiang老江,此事證明 禹熙很會噴。我是說錢。,23 小時前 (已編輯),此事證明 禹熙很會噴 我是說錢,0.0
4Nv6cjIsphU,Siuhung Tong,身材100分,21 小時前,身材100分,1.0
4Nv6cjIsphU,忙什麼阿囧,08:05 大家記得喝酒前理性? 惦惦自己的斤兩哈哈哈??????,23 小時前,08 05 大家記得喝酒前理性  惦惦自己的斤兩哈哈哈,0.5
4Nv6cjIsphU,Lin Corn,尾牙搞的像德州撲克，這是不是業配？,18 小時前,尾牙搞的像德州撲克 這是不是業配,0.5
4Nv6cjIsphU,是喬巴欸!,這五萬可以看出來小吳也是個賺很多的老闆??喊五萬真的有嚇到,19 小時前,這五萬可以看出來小吳也是個賺很多的老闆 喊五萬真的有嚇到,0.5
4Nv6cjIsphU,林柏凱,小地精幾乎都是臭臉欸,16 分鐘前,小地精幾乎都是臭臉欸,0.0
4Nv6cjIsphU,XIANG MING,阿翔表示：我是誰，我在哪裡,20 小時前,阿翔表示 我是誰 我在哪裡,0.5
4Nv6cjIsphU,Yi Huang,米粒打招呼前還特地把外套拉起來,15 小時前,米粒打招呼前還特地把外套拉起來,0.5
4Nv6cjIsphU,Tong Chen,Onion Man 我們要看經紀人,21 小時前,Onion Man 我們要看經紀人,0.5
4Nv6cjIsphU,理奈,尾牙員工真的超開心的拉!老闆心在淌血了,15 小時前,尾牙員工真的超開心的拉 老闆心在淌血了,0.5
4Nv6cjIsphU,鍾易庭,1:56 的 女生是？ 右2 謝謝,16 小時前,1 56 的 女生是  右2 謝謝,0.5
4Nv6cjIsphU,張謙豪,這邊笑死????????,21 小時前,這邊笑死,1.0
4Nv6cjIsphU,JX?,結果Joeman加到line全場最大贏家,22 小時前,結果Joeman加到line全場最大贏家,1.0
4Nv6cjIsphU,俺嘛呢叭咪哞,俺中2w,21 小時前,俺中2w,0.5
4Nv6cjIsphU,黃煒斌,瑀熙超狂(￣?￣),5 小時前,瑀熙超狂,1.0
4Nv6cjIsphU,夜翼OuO,反骨的尾牙果然很猛????,20 小時前,反骨的尾牙果然很猛,1.0
4Nv6cjIsphU,看懶啊,甲魚認真可愛，求ig,16 小時前,甲魚認真可愛 求ig,1.0
4Nv6cjIsphU,昌廷宇,卡,16 小時前,卡,0.5
4Nv6cjIsphU,Liu Pupu,好歡樂的尾牙，希望反骨可以長長久久做下去！,16 小時前,好歡樂的尾牙 希望反骨可以長長久久做下去,1.0
4Nv6cjIsphU,我愛奎倫,好樂鬧喔～,15 小時前,好樂鬧喔,1.0
4Nv6cjIsphU,ShinRa藍田玉,wow 辰辰,22 小時前,wow 辰辰,0.5
4Nv6cjIsphU,陳柏鈞,這歡樂氛圍超棒!!! 看了又看刷了5次!,17 小時前,這歡樂氛圍超棒    看了又看刷了5次,1.0
4Nv6cjIsphU,瘋狂貓客,真的是爛命一條耶 洋蔥,14 小時前,真的是爛命一條耶 洋蔥,0.5
4Nv6cjIsphU,Unplanned Traveller Channel 有閒任性,全場加碼太High了，明年我也要參加??,4 小時前,全場加碼太High了 明年我也要參加,1.0
4Nv6cjIsphU,WACKYBOYS 反骨男孩,和諧的一家人,18 小時前,和諧的一家人,1.0
4Nv6cjIsphU,賴威豪,9:38，瑋哥旁邊的是象女吧!是在一起了嗎?,22 小時前,9 38 瑋哥旁邊的是象女吧 是在一起了嗎,0.5
4Nv6cjIsphU,啊晟,蕾拉~,17 小時前 (已編輯),蕾拉,0.5
4Nv6cjIsphU,shadow777jet,琳蛋居然沒捐出來,1 小時前,琳蛋居然沒捐出來,0.5
4Nv6cjIsphU,Vilson Lin林子恩,抽錢前先捐錢??,19 小時前,抽錢前先捐錢,0.5
4Nv6cjIsphU,wyman tang,不得不說，反骨這公司經營的很好，員工們開心，我們看著也很開心??,20 小時前,不得不說 反骨這公司經營的很好 員工們開心 我們看著也很開心,1.0
hnu_9uZP7JU,黃翊瑄,@Riker Lin 真的@@當藝人真的不簡單 但真的不要去推卸責任責怪別人 要責怪別人前先想想自己有沒有資格吧…還是希望他們可以再來玩很大 但就是希望他們表現可以更好更讓人討喜！,16 小時前,Riker Lin 真的  當藝人真的不簡單 但真的不要去推卸責任責怪別人 要責怪別人前先想想自己有沒有資格吧 還是希望他們可以再來玩很大 但就是希望他們表現可以更好更讓人討喜,0.0
hnu_9uZP7JU,Tong Ying,@王菲 哈哈對 突破盲點了你,19 小時前,王菲 哈哈對 突破盲點了你,0.5
hnu_9uZP7JU,蔡芷綺,曾智希畫的爛就算了，貓頭都出來了，還在亂猜，而且烤肉架那題要不是風田，他們根本不會對,23 小時前,曾智希畫的爛就算了 貓頭都出來了 還在亂猜 而且烤肉架那題要不是風田 他們根本不會對,0.0
hnu_9uZP7JU,Miger咪哥,我覺得既然叫「玩很大」，來賓就應該像風田一樣敢拼敢玩，而不是一副不想輸了被懲罰，甚至說什麼寧願去吃??的話。這節目除了好笑、好玩之外，帶給人的就是一種拼鬥、努力的精神。既然大家都挺風田、是不是趁kid回來前給風田一個機會當黃隊隊長？風田從廢棒到今天眾多人支持，完全展現玩很大的精神，「拼」、「不放棄」，這過程很厲志！,14 小時前,我覺得既然叫 玩很大  來賓就應該像風田一樣敢拼敢玩 而不是一副不想輸了被懲罰 甚至說什麼寧願去吃 的話 這節目除了好笑 好玩之外 帶給人的就是一種拼鬥 努力的精神 既然大家都挺風田 是不是趁kid回來前給風田一個機會當黃隊隊長 風田從廢棒到今天眾多人支持 完全展現玩很大的精神  拼   不放棄  這過程很厲志,0.5
hnu_9uZP7JU,Blue Night,希望kid回來發原浩讓他感受被罵的感覺,15 小時前,希望kid回來發原浩讓他感受被罵的感覺,0.0
hnu_9uZP7JU,STar S,其他節目也很少有她,1 天前,其他節目也很少有她,0.5
hnu_9uZP7JU,Smiley Dd,兩集看下來，真的拜託玩很大不要再發姚某和曾某上節目了 沒效果沒實力，更糟糕的是連最基本的禮貌人品都沒有這兩個對風田不管是眼神，肢體還是語言完全沒有一點應有的尊重 ，一整集下來除了潑冷水就是莫名的責怪看得出風田是個特別溫柔的人，從他默默幫信爺撿起毛帽，和隊友被打額頭時幫隊員秀秀那裏就看得出來了，一直被姚某和曾某攻擊，也只是尷尬地笑，還說自己比較適合當觀?，最後還?了黃球背那個姚跳健康步道，哇靠真的看得好心疼希望玩很大以後能多多發風田上節目吧，至於只會欺負責怪隊員的某些人就不必了，他們只會把玩很大搞得難看另外，黑隊真的很棒哦，完全是?了黑隊和風田看的??,16 小時前,兩集看下來 真的拜託玩很大不要再發姚某和曾某上節目了 沒效果沒實力 更糟糕的是連最基本的禮貌人品都沒有這兩個對風田不管是眼神 肢體還是語言完全沒有一點應有的尊重  一整集下來除了潑冷水就是莫名的責怪看得出風田是個特別溫柔的人 從他默默幫信爺撿起毛帽 和隊友被打額頭時幫隊員秀秀那裏就看得出來了 一直被姚某和曾某攻擊 也只是尷尬地笑 還說自己比較適合當觀? 最後還?了黃球背那個姚跳健康步道 哇靠真的看得好心疼希望玩很大以後能多多發風田上節目吧 至於只會欺負責怪隊員的某些人就不必了 他們只會把玩很大搞得難看另外 黑隊真的很棒哦 完全是?了黑隊和風田看的,0.0
hnu_9uZP7JU,Jay Wu,13:10 20:01智希好可愛喔，??好像情侶在吵架,1 天前 (已編輯),13 10 20 01智希好可愛喔  好像情侶在吵架,1.0
hnu_9uZP7JU,高橋涼麵,段正淳 納命來太好笑了信也好好笑風田也好好笑這集笑果都在黑隊跟風田還有憲哥穿針引線讓我想起A-Lin 玖哲 等等希望等到楊丞林,1 天前,段正淳 納命來太好笑了信也好好笑風田也好好笑這集笑果都在黑隊跟風田還有憲哥穿針引線讓我想起A Lin 玖哲 等等希望等到楊丞林,1.0
hnu_9uZP7JU,Kygco C,最愛風田跟信哥，超可愛又有效果，風田背著姚跳健康步道真心可憐，可是效果挺好,13 小時前,最愛風田跟信哥 超可愛又有效果 風田背著姚跳健康步道真心可憐 可是效果挺好,1.0
hnu_9uZP7JU,陳列志,下次有他們不要看了，罷看,1 小時前,下次有他們不要看了 罷看,0.0
hnu_9uZP7JU,Pohan Chen,"黃隊滿滿負能量...看得超不喜歡身為隊長不會鼓勵隊員只會在那邊扯後腿,跟其他隊員搞霸凌我就不信霸凌是節目效果這節目本來就是各年齡層都會觀看的亂教小朋友 排擠?霸凌?冷嘲熱諷?推卸責任?本來就不喜歡姚了,現在轉黑也包括曾...補一句:風田加油,你真的很棒",1 天前,黃隊滿滿負能量   看得超不喜歡身為隊長不會鼓勵隊員只會在那邊扯後腿 跟其他隊員搞霸凌我就不信霸凌是節目效果這節目本來就是各年齡層都會觀看的亂教小朋友 排擠 霸凌 冷嘲熱諷 推卸責任 本來就不喜歡姚了 現在轉黑也包括曾   補一句 風田加油 你真的很棒,0.0
hnu_9uZP7JU,陸仁玾,為啥最後討論還要討論輸在誰?不是一個團隊嗎我覺得風田畫的很好啊?加油站很明顯 為什麼會歪成消防車..?邏輯不好不要假會，會整個把風向帶歪=..=所以我覺得黃隊輸在哪輸在邏輯跟想像力不好不是風田一個人的問題好嗎,4 小時前 (已編輯),為啥最後討論還要討論輸在誰 不是一個團隊嗎我覺得風田畫的很好啊 加油站很明顯 為什麼會歪成消防車   邏輯不好不要假會 會整個把風向帶歪    所以我覺得黃隊輸在哪輸在邏輯跟想像力不好不是風田一個人的問題好嗎,0.0
hnu_9uZP7JU,Jimmy智明,"下一期,回臺灣,苗栗玩很大關主:憲哥黑:何妤玟,小鬼,Junior,綠茶黃:馬國賢,楊晨熙,元元,李又汝久違的1男3女VS3男1女,丸子三兄弟久違的合體,之前是3男1女贏,這次還會再贏嗎？",1 天前,下一期 回臺灣 苗栗玩很大關主 憲哥黑 何妤玟 小鬼 Junior 綠茶黃 馬國賢 楊晨熙 元元 李又汝久違的1男3女VS3男1女 丸子三兄弟久違的合體 之前是3男1女贏 這次還會再贏嗎,0.5
hnu_9uZP7JU,陳立恆,熱不可支??????,1 小時前,熱不可支,0.5
hnu_9uZP7JU,Chai Lie Liew,看到大家都在罵曾，那我就放心了??????,17 小時前,看到大家都在罵曾 那我就放心了,0.0
hnu_9uZP7JU,Sc Yan,47:26風田真的很認真??之後再來上玩很大 跟鬼哥一隊吧！隊長給你滿滿正能量??,23 小時前,47 26風田真的很認真 之後再來上玩很大 跟鬼哥一隊吧 隊長給你滿滿正能量,1.0
hnu_9uZP7JU,林鐵蛋,支持風田,21 小時前,支持風田,1.0
hnu_9uZP7JU,劉思緣,信雖然剛開始不懂規則，但是他很敬業又認真，整體感覺很棒，風田被公認成廢棒，但是他蠻搞笑的，玩遊戲也很拼,1 天前,信雖然剛開始不懂規則 但是他很敬業又認真 整體感覺很棒 風田被公認成廢棒 但是他蠻搞笑的 玩遊戲也很拼,1.0
hnu_9uZP7JU,vivi到處走,我覺得風田很棒，又很有節目效果，元浩跟曾智希可以不要一直說人家嗎,1 小時前,我覺得風田很棒 又很有節目效果 元浩跟曾智希可以不要一直說人家嗎,1.0
hnu_9uZP7JU,羊燄,信好可愛嘻嘻（臉紅）鬼超暖?風田好可憐??明明就很認真??我也想去遊樂園（沒去過）,23 小時前,信好可愛嘻嘻 臉紅 鬼超暖 風田好可憐 明明就很認真 我也想去遊樂園 沒去過,1.0
hnu_9uZP7JU,葛雷黃,我想鼓勵風田，你很棒^^加油,16 小時前,我想鼓勵風田 你很棒  加油,1.0
hnu_9uZP7JU,彭麒安,想特別跟風田喊話，你是黃隊最優秀的!!在安全性的考量或是比賽表現綜合下來，你都展現很棒的君子風度。難得留言的我也想給你大大的一個讚~~~玩很大歡迎你回來!倒是姚元浩跟曾智希的態度真的要再調整一下觀眾如果討厭你們 這有可能就是你們最後一次來，掰啦,23 小時前,想特別跟風田喊話 你是黃隊最優秀的  在安全性的考量或是比賽表現綜合下來 你都展現很棒的君子風度 難得留言的我也想給你大大的一個讚   玩很大歡迎你回來 倒是姚元浩跟曾智希的態度真的要再調整一下觀眾如果討厭你們 這有可能就是你們最後一次來 掰啦,0.5
hnu_9uZP7JU,rong Pei,48:23 那邊超好笑 ??????好喜歡看憲哥跟蘿莉塔他們的互動,14 小時前 (已編輯),48 23 那邊超好笑    好喜歡看憲哥跟蘿莉塔他們的互動,1.0
hnu_9uZP7JU,王菲,其實看他們玩遊戲能看出來一個人的性格，姚元浩最後一個遊戲各種小動作作弊，被抓到還裝無辜大喊沒有啦，你當觀?眼瞎嗎，小心機全被拍到了還裝無辜，看的出姚現實中就是一個眼高手低自我感覺良好的高傲自戀男，對他之前的那些新聞真是不意外了,19 小時前,其實看他們玩遊戲能看出來一個人的性格 姚元浩最後一個遊戲各種小動作作弊 被抓到還裝無辜大喊沒有啦 你當觀?眼瞎嗎 小心機全被拍到了還裝無辜 看的出姚現實中就是一個眼高手低自我感覺良好的高傲自戀男 對他之前的那些新聞真是不意外了,0.0
hnu_9uZP7JU,Ming-Shiuan Lee,風田唱歌真好聽??,1 天前,風田唱歌真好聽,1.0
hnu_9uZP7JU,Old Man,沒功用就算了也沒啥效果這趟韓國行的態度應該會掉不少粉...發個蘿莉塔都比智希要來得好看XD,1 天前,沒功用就算了也沒啥效果這趟韓國行的態度應該會掉不少粉   發個蘿莉塔都比智希要來得好看XD,0.0
hnu_9uZP7JU,林義雄,看到信哥的不一樣的一面玩的很開心像長不大好小孩子,16 小時前,看到信哥的不一樣的一面玩的很開心像長不大好小孩子,1.0
hnu_9uZP7JU,bb 陳,風田唱歌好聽欸！,20 小時前,風田唱歌好聽欸,1.0
hnu_9uZP7JU,李家華,雪菲 你可以去看飢餓遊戲，跟你講的一摸一樣,16 小時前,雪菲 你可以去看飢餓遊戲 跟你講的一摸一樣,0.5
hnu_9uZP7JU,楊耗呆,"阿信有一種很特殊的綜藝效果,很好笑風田這一次真的表現得比以前好多了,很認真也很好笑,態度也很好不認同的..............................可以想想綠茶 & 餘祥銓的表現這兩個最好笑的是安排在同一集的時候完完全全在比廢,不過還好,廢得很好笑",2 小時前,阿信有一種很特殊的綜藝效果 很好笑風田這一次真的表現得比以前好多了 很認真也很好笑 態度也很好不認同的                              可以想想綠茶   餘祥銓的表現這兩個最好笑的是安排在同一集的時候完完全全在比廢 不過還好 廢得很好笑,1.0
hnu_9uZP7JU,戴勝偉,為什麼上一集1顆黃球*1顆紅球會=4顆 紅球不是代表*2嗎? 1*2=4?,5 小時前,為什麼上一集1顆黃球 1顆紅球會 4顆 紅球不是代表 2嗎  1 2 4,0.5
hnu_9uZP7JU,lvy A,@俞承宏 雙手雙腳同意,16 小時前,俞承宏 雙手雙腳同意,0.5
hnu_9uZP7JU,黃昱霖,曾跟姚 一搭一唱搞霸凌 輸了就怪隊友 只會甩鍋 以為很有效果 以為 網友就不會罵他們姚根本不配當隊長 真的太過份了,18 小時前,曾跟姚 一搭一唱搞霸凌 輸了就怪隊友 只會甩鍋 以為很有效果 以為 網友就不會罵他們姚根本不配當隊長 真的太過份了,0.0
hnu_9uZP7JU,STar S,43:08 插話不讓人把話講完 一副好阿你先 我等著看你出糗 之後自己猜不到結束後再ㄉㄧㄤ風田說自己會畫畫?,22 小時前,43 08 插話不讓人把話講完 一副好阿你先 我等著看你出糗 之後自己猜不到結束後再   風田說自己會畫畫,0.0
hnu_9uZP7JU,mia,31:22 風田的阿公好像蘇格拉底??,20 小時前,31 22 風田的阿公好像蘇格拉底,0.5
hnu_9uZP7JU,Pooh Cheng,姚曾 兩個只會怪別人 我無言 被罵我就放心了,20 小時前,姚曾 兩個只會怪別人 我無言 被罵我就放心了,0.0
hnu_9uZP7JU,林傑,馬國賢來了這麼久終於當一次隊長了，以前一直很疑惑以他年紀和資歷怎麼都不曾當隊長,18 小時前,馬國賢來了這麼久終於當一次隊長了 以前一直很疑惑以他年紀和資歷怎麼都不曾當隊長,0.5
hnu_9uZP7JU,黃思萍,這集的女生在跑跑音樂人那關，敵隊都已經圍過來要抓她們了，為什麼都不跑，有就地蹲下靠牆躺地、看著敵隊跳著移動跟對方保持一點距離、站在原地只伸手抓著別人的手，就是都不跑,1 天前,這集的女生在跑跑音樂人那關 敵隊都已經圍過來要抓她們了 為什麼都不跑 有就地蹲下靠牆躺地 看著敵隊跳著移動跟對方保持一點距離 站在原地只伸手抓著別人的手 就是都不跑,0.5
hnu_9uZP7JU,Lychee Yen,風田很棒，唱歌也好好聽??,18 小時前 (已編輯),風田很棒 唱歌也好好聽,1.0
hnu_9uZP7JU,柏柏,5:23姚元浩：「我跟妳講妳就是燃燒啦，不要在那邊假了啦」??看了姚上一集對風田的嘴臉後，他講出的話都感覺好刺耳啊.........然後曾智希 47:45到底在酸風田什麼啊？兩集看下來根本對關卡幾乎沒貢獻結果厲害的就那張嘴跟姚元浩一搭一唱好強學一下王宣雖然戰力沒有很強至少人家乖乖玩遊戲 你們倆就是玩不好又愛酸被砲真的是剛好而已,1 天前 (已編輯),5 23姚元浩  我跟妳講妳就是燃燒啦 不要在那邊假了啦  看了姚上一集對風田的嘴臉後 他講出的話都感覺好刺耳啊         然後曾智希 47 45到底在酸風田什麼啊 兩集看下來根本對關卡幾乎沒貢獻結果厲害的就那張嘴跟姚元浩一搭一唱好強學一下王宣雖然戰力沒有很強至少人家乖乖玩遊戲 你們倆就是玩不好又愛酸被砲真的是剛好而已,0.0
hnu_9uZP7JU,媽媽??,黑隊很團結！感覺很歡樂，就算誰出錯都沒責備。反觀黃隊很現實，風田就不能有出錯，一錯全員會指責，很難受耶！曾智希大咖到可以這樣酸人嗎？,1 天前,黑隊很團結 感覺很歡樂 就算誰出錯都沒責備 反觀黃隊很現實 風田就不能有出錯 一錯全員會指責 很難受耶 曾智希大咖到可以這樣酸人嗎,0.0
hnu_9uZP7JU,失落天使,那也要等KID回來 老吳才會退出阿  雖然KID剩下一個月就會退伍了呵呵,1 天前,那也要等KID回來 老吳才會退出阿  雖然KID剩下一個月就會退伍了呵呵,0.5
hnu_9uZP7JU,Sihui Fan,第五,1 天前,第五,0.5
hnu_9uZP7JU,KFChewy,楊富閔 謝啦、那段我有看 可是沒看完 ??,1 天前,楊富閔 謝啦 那段我有看 可是沒看完,0.5
hnu_9uZP7JU,陳師珮,信好可愛 又好笑 希望能常來,1 天前,信好可愛 又好笑 希望能常來,1.0
